,UniprotID,GO.annotation.,X.1,Notes,Hcategory,Mcategory,Lcategory,category,Chebicategory,decision,importantCategory
926,Q56ZZ7,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
927,A4QN56,"GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central, GO:0015293; F:symporter activity; IEA:UniProtKB-KW.","2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
928,Q8BGF8,GO:0015165; F:pyrimidine nucleotide-sugar transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
929,P87041,GO:0005459; F:UDP-galactose transmembrane transporter activity; IDA:PomBase.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IDA:PomBase.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
930,Q8N468,GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
931,Q7SXB7,GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
932,A9JTG4,GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*IBA:GO_Central.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
933,Q9JKZ2,GO:0015293; F:symporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
934,P39932,"GO:0015295; F:solute:proton symporter activity; IDA:SGD, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",L2. CONFIDANCE,1.C inorganic cation,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation*IDA:SGD;1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
935,P27125,"GO:0015293; F:symporter activity; IDA:EcoCyc, GO:0015153; F:rhamnose transmembrane transporter activity; IEA:InterPro.","2.A. Sugars, polyols, and their derivatives",L2. CONFIDANCE,,,3.A monosaccharide and derivative,3.A monosaccharide and derivative*IEA:InterPro.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
936,P31448,GO:0015293; F:symporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",L2. CONFIDANCE,NA,NA,NA,NA,NA,NA,
937,P69831,"GO:0090584; F:protein-phosphocysteine-galactitol-phosphotransferase system transporter activity; IDA:EcoCyc, GO:0015577; F:galactitol transmembrane transporter activity; IEA:InterPro.","A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,,7.A polyol,7.A polyol*IEA:InterPro.,7.A polyol,7.A polyol,
938,P53154,"GO:0008374; F:O-acyltransferase activity; IMP:SGD, GO:0015293; F:symporter activity; IEA:UniProtKB-KW.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,NA,NA,NA,NA,NA,NA,
939,O34718,GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central.","1.C inorganic cation,7.D Other organic",7.D Other organic,
940,P87110,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
941,P41036,"GO:0005351; F:carbohydrate:proton symporter activity; IDA:EcoCyc, GO:0015136; F:sialic acid transmembrane transporter activity; IDA:EcoCyc.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,,"1.C inorganic cation,7.D Other organic*IDA:EcoCyc;3.A monosaccharide and derivative*IDA:EcoCyc.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
942,Q8LBI9,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
943,O04036,"GO:0051119; F:sugar transmembrane transporter activity; ISS:TAIR, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"3.A monosaccharide and derivative;1.C inorganic cation,7.D Other organic",,"3.A monosaccharide and derivative*ISS:TAIR;1.C inorganic cation,7.D Other organic*IBA:GO_Central","3.A monosaccharide and derivative,1.C inorganic cation,7.D Other organic",3.A monosaccharide and derivative,
944,P93051,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
945,Q93YP9,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
946,Q0WQ63,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
947,Q4F7G0,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
948,Q3ECP7,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
949,Q94CI6,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
950,Q8VZT3,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
951,Q8GXK5,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
952,Q96290,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
953,Q2M3M2,"GO:0005412; F:glucose:sodium symporter activity; IBA:GO_Central, GO:0005362; F:low-affinity glucose:sodium symporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"3.A monosaccharide and derivative,1.C inorganic cation;3.A monosaccharide and derivative",,"3.A monosaccharide and derivative,1.C inorganic cation*IBA:GO_Central;3.A monosaccharide and derivative*TAS:Reactome.","3.A monosaccharide and derivative,1.C inorganic cation,3.A monosaccharide and derivative",3.A monosaccharide and derivative,
954,P96710,GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central.,"2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central.","1.C inorganic cation,7.D Other organic",7.D Other organic,
955,P96792,"GO:0015144; F:carbohydrate transmembrane transporter activity; IDA:UniProtKB, GO:0015294; F:solute:cation symporter activity; IDA:UniProtKB.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,7.D Other organic;1.C inorganic cation,,,7.D Other organic*IDA:UniProtKB;1.C inorganic cation*IDA:UniProtKB.,"7.D Other organic,1.C inorganic cation",7.D Other organic,
956,Q8LGE9,"GO:0015136; F:sialic acid transmembrane transporter activity; IDA:UniProtKB,GO:0015165; F:pyrimidine nucleotide-sugar transmembrane transporter activity; IEA:InterPro.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,3.A monosaccharide and derivative,,,3.A monosaccharide and derivative*IDA:UniProtKB,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
957,Q8GY97,"GO:0015136; F:sialic acid transmembrane transporter activity; ISS:UniProtKB, GO:0015165; F:pyrimidine nucleotide-sugar transmembrane transporter activity; IEA:InterPro.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:UniProtKB,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
958,Q6NM25,"GO:0046964; F:3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity; IBA:GO_Central, GO:0015297; F:antiporter activity; IEA:UniProtKB-KW.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,6.D nucleotide,,6.D nucleotide*IBA:GO_Central,6.D nucleotide,6.D nucleotide,
959,Q9FIH5,"GO:0015297; F:antiporter activity; IDA:UniProtKB, GO:0022857; F:transmembrane transporter activity; IDA:TAIR.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,NA,NA,NA,NA,NA,NA,
960,Q96QE2,"GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central, GO:0005366; F:myo-inositol:proton symporter activity; TAS:Reactome.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,,"1.C inorganic cation,7.D Other organic;3.A monosaccharide and derivative;1.C inorganic cation,7.A polyol",,"1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central;1.C inorganic cation,7.A polyol*TAS:Reactome.","1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative,1.C inorganic cation,7.A polyol","3.A monosaccharide and derivative,7.A polyol",
961,Q9FE59,"GO:0008515; F:sucrose transmembrane transporter activity; IMP:TAIR, GO:0015293; F:symporter activity; IEA:UniProtKB-KW.","2.A. Sugars, polyols, and their derivatives",M1. CONFIDANCE,3.B oligosaccharide and derivative,,,3.B oligosaccharide and derivative*IMP:TAIR,3.B oligosaccharide and derivative,3.B oligosaccharide and derivative,
962,P76045,"GO:0015481; F:maltose transporting porin activity; IDA:EcoCyc,GO:0015478; F:oligosaccharide transporting porin activity; IDA:EcoCyc, GO:0015288; F:porin activity; IMP:EcoliWiki.","2.A. Sugars, polyols, and their derivatives",M3. CONFIDANCE,3.B oligosaccharide and derivative,,,3.B oligosaccharide and derivative*IDA:EcoCyc,3.B oligosaccharide and derivative,3.B oligosaccharide and derivative,
963,Q03697,GO:0005338; F:nucleotide-sugar transmembrane transporter activity; ISS:SGD.,"2.A. Sugars, polyols, and their derivatives",VH. CONFIDANCE,,3.A monosaccharide and derivative,,3.A monosaccharide and derivative*ISS:SGD.,3.A monosaccharide and derivative,3.A monosaccharide and derivative,
964,P23900,"GO:0015168; F:glycerol transmembrane transporter activity; IDA:SGD, GO:0005215; F:transporter activity; IDA:SGD, GO:0015254; F:glycerol channel activity; IMP:SGD.","2.A. Sugars, polyols, and their derivatives",VH. CONFIDANCE,7.A polyol,,,7.A polyol*IDA:SGD,7.A polyol,7.A polyol,
965,P0CE00,"GO:0015151; F:alpha-glucoside transmembrane transporter activity; IDA:UniProtKB, GO:0015144; F:carbohydrate transmembrane transporter activity; ISS:SGD, GO:0005363; F:maltose transmembrane transporter activity; ISS:SGD, GO:0005351; F:carbohydrate:proton symporter activity; IBA:GO_Central, GO:0005355; F:glucose transmembrane transporter activity; IBA:GO_Central.","2.A. Sugars, polyols, and their derivatives",VH. CONFIDANCE,7.D Other organic,"7.D Other organic;3.B oligosaccharide and derivative;1.C inorganic cation,7.D Other organic",,"7.D Other organic*IDA:UniProtKB;3.B oligosaccharide and derivative*ISS:SGD;1.C inorganic cation,7.D Other organic*IBA:GO_Central;3.A monosaccharide and derivative*IBA:GO_Central.","7.D Other organic,3.B oligosaccharide and derivative,1.C inorganic cation,7.D Other organic,3.A monosaccharide and derivative","3.B oligosaccharide and derivative,3.A monosaccharide and derivative",
966,Q9LUE3,"GO:0008515; F:sucrose transmembrane transporter activity; IDA:TAIR, GO:0051119; F:sugar transmembrane transporter activity; ISS:UniProtKB.","2.A. Sugars, polyols, and their derivatives",VH. CONFIDANCE,3.B oligosaccharide and derivative,3.A monosaccharide and derivative,,3.B oligosaccharide and derivative*IDA:TAIR;3.A monosaccharide and derivative*ISS:UniProtKB.,"3.B oligosaccharide and derivative,3.A monosaccharide and derivative","3.B oligosaccharide and derivative,3.A monosaccharide and derivative",
